,rate
11530,5.0
11531,5.0
11532,5.0
11533,5.0
11534,5.0
11535,5.0
11536,5.0
11537,3.0
11538,3.0
11539,5.0
11540,4.0
11541,5.0
11542,5.0
11543,4.0
11544,5.0
11545,5.0
11546,5.0
11547,5.0
11548,4.0
11549,3.0
11550,5.0
11551,5.0
11552,4.0
11553,4.0
11554,4.0
11555,4.0
11556,4.0
11557,3.0
11558,5.0
11559,5.0
11560,5.0
11561,5.0
11562,5.0
11563,5.0
11564,5.0
11565,5.0
11566,4.0
11567,5.0
11568,5.0
11569,5.0
11570,5.0
11571,5.0
11572,5.0
11573,5.0
11574,5.0
11575,5.0
11576,5.0
11577,4.0
11578,5.0
11579,3.0
11580,5.0
11581,5.0
11582,5.0
11583,5.0
11584,5.0
11585,5.0
11586,5.0
11587,5.0
11588,5.0
11589,5.0
11590,5.0
11591,4.0
11592,5.0
11593,5.0
11594,5.0
11595,5.0
11596,5.0
11597,5.0
11598,5.0
11599,3.0
11600,5.0
11601,5.0
11602,5.0
11603,5.0
11604,5.0
11605,1.0
11606,3.0
11607,5.0
11608,3.0
11609,5.0
11610,3.0
11611,5.0
11612,5.0
11613,5.0
11614,5.0
11615,5.0
11616,4.0
11617,3.0
11618,5.0
11619,4.0
11620,4.0
11621,5.0
11622,3.0
11623,5.0
11624,5.0
11625,5.0
11626,4.0
11627,4.0
11628,5.0
11629,5.0
11630,3.0
11631,5.0
11632,3.0
11633,4.0
11634,5.0
11635,5.0
11636,5.0
11637,4.0
11638,5.0
11639,5.0
11640,5.0
11641,4.0
11642,3.0
11643,5.0
11644,5.0
11645,5.0
11646,5.0
11647,5.0
11648,5.0
11649,4.0
11650,5.0
11651,5.0
11652,4.0
11653,5.0
11654,5.0
11655,5.0
11656,5.0
11657,5.0
11658,5.0
11659,5.0
11660,5.0
11661,5.0
11662,5.0
11663,5.0
11664,5.0
11665,5.0
11666,4.0
11667,5.0
11668,4.0
11669,5.0
11670,5.0
11671,5.0
11672,5.0
11673,5.0
11674,5.0
11675,4.0
11676,5.0
11677,5.0
11678,4.0
11679,5.0
11680,5.0
11681,5.0
11682,5.0
11683,5.0
11684,5.0
11685,5.0
11686,5.0
11687,4.0
11688,5.0
11689,5.0
11690,5.0
11691,5.0
11692,4.0
11693,4.0
11694,5.0
11695,5.0
11696,5.0
11697,4.0
11698,5.0
11699,4.0
11700,5.0
11701,3.0
11702,5.0
11703,5.0
11704,5.0
11705,5.0
11706,5.0
11707,5.0
11708,5.0
11709,5.0
11710,5.0
11711,4.0
11712,1.0
11713,5.0
11714,5.0
11715,4.0
11716,4.0
11717,5.0
11718,5.0
11719,5.0
11720,5.0
11721,4.0
11722,5.0
11723,5.0
11724,5.0
11725,5.0
11726,4.0
11727,2.0
11728,4.0
11729,5.0
11730,5.0
11731,4.0
11732,3.0
11733,5.0
11734,4.0
11735,4.0
11736,5.0
11737,4.0
11738,4.0
11739,5.0
11740,4.0
11741,5.0
11742,5.0
11743,5.0
11744,4.0
11745,4.0
11746,5.0
11747,5.0
11748,5.0
11749,5.0
11750,5.0
11751,5.0
11752,5.0
11753,4.0
11754,2.0
11755,5.0
11756,5.0
11757,5.0
11758,4.0
11759,5.0
11760,5.0
11761,4.0
11762,5.0
11763,5.0
11764,5.0
11765,5.0
11766,5.0
11767,5.0
11768,5.0
11769,4.0
11770,4.0
11771,5.0
11772,5.0
11773,4.0
11774,5.0
11775,5.0
11776,4.0
11777,4.0
11778,4.0
11779,5.0
11780,5.0
11781,4.0
11782,5.0
11783,3.0
11784,5.0
11785,5.0
11786,5.0
11787,4.0
11788,4.0
11789,4.0
11790,5.0
11791,5.0
11792,5.0
11793,5.0
11794,5.0
11795,5.0
11796,5.0
11797,5.0
11798,5.0
11799,5.0
11800,5.0
11801,4.0
11802,4.0
11803,1.0
11804,5.0
11805,5.0
11806,5.0
11807,4.0
11808,4.0
11809,5.0
11810,4.0
11811,5.0
11812,4.0
11813,5.0
11814,5.0
11815,4.0
11816,5.0
11817,4.0
11818,2.0
11819,5.0
11820,5.0
11821,5.0
11822,5.0
11823,5.0
11824,4.0
11825,4.0
11826,4.0
11827,4.0
11828,4.0
11829,1.0
11830,5.0
11831,3.0
11832,4.0
11833,4.0
11834,1.0
11835,5.0
11836,5.0
11837,4.0
11838,5.0
11839,5.0
11840,5.0
11841,5.0
11842,5.0
11843,5.0
11844,5.0
11845,4.0
11846,4.0
11847,4.0
11848,4.0
11849,5.0
11850,5.0
11851,4.0
11852,5.0
11853,5.0
11854,4.0
11855,3.0
11856,5.0
11857,5.0
11858,4.0
11859,3.0
11860,4.0
11861,5.0
11862,5.0
11863,4.0
11864,5.0
11865,4.0
11866,5.0
11867,5.0
11868,5.0
11869,5.0
11870,4.0
11871,4.0
11872,5.0
11873,5.0
11874,1.0
11875,5.0
11876,4.0
11877,5.0
11878,4.0
11879,5.0
11880,5.0
11881,5.0
11882,5.0
11883,5.0
11884,5.0
11885,5.0
11886,5.0
11887,5.0
11888,5.0
11889,5.0
11890,3.0
11891,5.0
11892,5.0
11893,5.0
11894,4.0
11895,5.0
11896,5.0
11897,5.0
11898,5.0
11899,5.0
11900,4.0
11901,5.0
11902,5.0
11903,5.0
11904,4.0
11905,4.0
11906,5.0
11907,4.0
11908,5.0
11909,5.0
11910,4.0
11911,5.0
11912,5.0
11913,5.0
11914,5.0
11915,5.0
11916,5.0
11917,5.0
11918,5.0
11919,5.0
11920,5.0
11921,4.0
11922,4.0
11923,5.0
11924,5.0
11925,5.0
11926,5.0
11927,5.0
11928,3.0
11929,5.0
11930,5.0
11931,5.0
11932,5.0
11933,5.0
11934,4.0
11935,4.0
11936,5.0
11937,3.0
11938,3.0
11939,5.0
11940,5.0
11941,5.0
11942,4.0
11943,5.0
11944,5.0
11945,5.0
11946,2.0
11947,4.0
11948,5.0
11949,5.0
11950,5.0
11951,5.0
11952,4.0
11953,5.0
11954,5.0
11955,4.0
11956,5.0
11957,5.0
11958,5.0
11959,5.0
11960,5.0
11961,5.0
11962,5.0
11963,3.0
11964,5.0
11965,4.0
11966,5.0
11967,1.0
11968,5.0
11969,5.0
11970,5.0
11971,5.0
11972,5.0
11973,4.0
11974,4.0
11975,4.0
11976,5.0
11977,5.0
11978,5.0
11979,4.0
11980,4.0
11981,5.0
11982,5.0
11983,4.0
11984,5.0
11985,4.0
11986,3.0
11987,5.0
11988,4.0
11989,5.0
11990,4.0
11991,3.0
11992,5.0
11993,5.0
11994,4.0
11995,4.0
11996,5.0
11997,4.0
11998,5.0
11999,5.0
12000,5.0
12001,5.0
12002,5.0
12003,4.0
12004,4.0
12005,3.0
12006,5.0
12007,5.0
12008,5.0
12009,5.0
12010,5.0
12011,4.0
12012,3.0
12013,5.0
12014,5.0
12015,1.0
12016,5.0
12017,5.0
12018,4.0
12019,5.0
12020,5.0
12021,5.0
12022,5.0
12023,4.0
12024,5.0
12025,5.0
12026,4.0
12027,5.0
12028,5.0
12029,5.0
12030,5.0
12031,5.0
12032,3.0
12033,5.0
12034,4.0
12035,5.0
12036,4.0
12037,5.0
12038,5.0
12039,5.0
12040,5.0
12041,5.0
12042,5.0
12043,5.0
12044,5.0
12045,5.0
12046,5.0
12047,4.0
12048,5.0
12049,4.0
12050,4.0
12051,5.0
12052,5.0
12053,5.0
12054,5.0
12055,4.0
12056,5.0
12057,4.0
12058,5.0
12059,5.0
12060,5.0
12061,4.0
12062,5.0
12063,5.0
12064,4.0
12065,4.0
12066,5.0
12067,5.0
12068,4.0
12069,5.0
12070,5.0
12071,5.0
12072,5.0
12073,5.0
12074,4.0
12075,2.0
12076,5.0
12077,5.0
12078,5.0
12079,5.0
12080,4.0
12081,5.0
12082,4.0
12083,5.0
12084,4.0
12085,4.0
12086,5.0
12087,5.0
12088,5.0
12089,5.0
12090,5.0
12091,2.0
12092,5.0
12093,5.0
12094,5.0
12095,5.0
12096,5.0
12097,5.0
12098,5.0
12099,4.0
12100,1.0
12101,5.0
12102,5.0
12103,5.0
12104,5.0
12105,5.0
12106,5.0
12107,4.0
12108,5.0
12109,5.0
12110,5.0
12111,5.0
12112,5.0
12113,5.0
12114,5.0
12115,5.0
12116,4.0
12117,4.0
12118,5.0
12119,5.0
12120,5.0
12121,3.0
12122,5.0
12123,4.0
12124,4.0
12125,5.0
12126,5.0
12127,4.0
12128,2.0
12129,5.0
12130,5.0
12131,5.0
12132,4.0
12133,4.0
12134,4.0
12135,3.0
12136,2.0
12137,4.0
12138,5.0
12139,5.0
12140,4.0
12141,5.0
12142,5.0
12143,5.0
12144,4.0
12145,5.0
12146,4.0
12147,5.0
12148,5.0
12149,4.0
12150,5.0
12151,4.0
12152,5.0
12153,5.0
12154,4.0
12155,5.0
12156,4.0
12157,5.0
12158,5.0
12159,4.0
12160,5.0
12161,5.0
12162,5.0
12163,5.0
12164,4.0
12165,5.0
12166,5.0
12167,5.0
12168,5.0
12169,4.0
12170,4.0
12171,5.0
12172,5.0
12173,5.0
12174,5.0
12175,5.0
12176,5.0
12177,5.0
12178,5.0
12179,5.0
12180,4.0
12181,5.0
12182,5.0
12183,5.0
12184,5.0
12185,5.0
12186,5.0
12187,4.0
12188,5.0
12189,4.0
12190,4.0
12191,3.0
12192,5.0
12193,5.0
12194,5.0
12195,5.0
12196,4.0
12197,5.0
12198,3.0
12199,5.0
12200,5.0
12201,5.0
12202,4.0
12203,4.0
12204,5.0
12205,4.0
12206,3.0
12207,5.0
12208,5.0
12209,5.0
12210,5.0
12211,5.0
12212,5.0
12213,5.0
12214,4.0
12215,5.0
12216,4.0
12217,5.0
12218,4.0
12219,4.0
12220,5.0
12221,4.0
12222,5.0
12223,5.0
12224,5.0
12225,3.0
12226,4.0
12227,5.0
12228,5.0
12229,5.0
12230,4.0
12231,5.0
12232,5.0
12233,5.0
12234,4.0
12235,5.0
12236,5.0
12237,5.0
12238,5.0
12239,5.0
12240,5.0
12241,4.0
12242,5.0
12243,3.0
12244,5.0
12245,5.0
12246,5.0
12247,4.0
12248,5.0
12249,1.0
12250,5.0
12251,1.0
12252,5.0
12253,5.0
12254,5.0
12255,5.0
12256,5.0
12257,5.0
12258,5.0
12259,3.0
12260,5.0
12261,3.0
12262,4.0
12263,5.0
12264,5.0
12265,4.0
12266,5.0
12267,5.0
12268,5.0
12269,4.0
12270,5.0
12271,5.0
12272,5.0
12273,5.0
12274,5.0
12275,5.0
12276,5.0
12277,5.0
12278,4.0
12279,4.0
12280,4.0
12281,4.0
12282,5.0
12283,5.0
12284,5.0
12285,4.0
12286,5.0
12287,5.0
12288,4.0
12289,4.0
12290,5.0
12291,5.0
12292,5.0
12293,4.0
12294,5.0
12295,3.0
12296,5.0
12297,5.0
12298,5.0
12299,5.0
12300,4.0
12301,5.0
12302,5.0
12303,5.0
12304,5.0
12305,5.0
12306,5.0
12307,5.0
12308,5.0
12309,4.0
12310,5.0
12311,5.0
12312,3.0
12313,5.0
12314,5.0
12315,4.0
12316,4.0
12317,3.0
12318,4.0
12319,5.0
12320,5.0
12321,5.0
12322,5.0
12323,5.0
12324,4.0
12325,5.0
12326,4.0
12327,5.0
12328,5.0
12329,5.0
12330,5.0
12331,4.0
12332,5.0
12333,3.0
12334,5.0
12335,2.0
12336,5.0
12337,5.0
12338,5.0
12339,5.0
12340,4.0
12341,1.0
12342,5.0
12343,5.0
12344,5.0
12345,3.0
12346,5.0
12347,5.0
12348,4.0
12349,5.0
12350,5.0
12351,5.0
12352,4.0
12353,4.0
12354,4.0
12355,5.0
12356,5.0
12357,5.0
12358,5.0
12359,3.0
12360,5.0
12361,5.0
12362,5.0
12363,1.0
12364,5.0
12365,5.0
12366,4.0
12367,5.0
12368,4.0
12369,5.0
12370,5.0
12371,5.0
12372,5.0
12373,5.0
12374,5.0
12375,5.0
12376,5.0
12377,4.0
12378,5.0
12379,5.0
12380,5.0
12381,4.0
12382,4.0
12383,5.0
12384,4.0
12385,5.0
12386,5.0
12387,2.0
12388,5.0
12389,5.0
12390,5.0
12391,5.0
12392,5.0
12393,4.0
12394,4.0
12395,5.0
12396,5.0
12397,4.0
12398,5.0
12399,5.0
12400,5.0
12401,5.0
12402,5.0
12403,5.0
12404,5.0
12405,5.0
12406,5.0
12407,5.0
12408,5.0
12409,5.0
12410,5.0
12411,5.0
12412,5.0
12413,5.0
12414,4.0
12415,5.0
12416,5.0
12417,5.0
12418,4.0
12419,5.0
12420,5.0
12421,5.0
12422,5.0
12423,5.0
12424,5.0
12425,5.0
12426,4.0
12427,2.0
12428,5.0
12429,5.0
12430,5.0
12431,5.0
12432,5.0
12433,5.0
12434,5.0
12435,5.0
12436,5.0
12437,5.0
12438,3.0
12439,4.0
12440,5.0
12441,1.0
12442,5.0
12443,5.0
12444,4.0
12445,5.0
12446,4.0
12447,5.0
12448,5.0
12449,5.0
12450,5.0
12451,5.0
12452,4.0
12453,5.0
12454,5.0
12455,5.0
12456,3.0
12457,5.0
12458,5.0
12459,5.0
12460,5.0
12461,5.0
12462,5.0
12463,5.0
12464,4.0
12465,5.0
12466,5.0
12467,5.0
12468,5.0
12469,5.0
12470,4.0
12471,5.0
12472,5.0
12473,5.0
12474,5.0
12475,5.0
12476,5.0
12477,5.0
12478,4.0
12479,5.0
12480,5.0
12481,5.0
12482,3.0
12483,5.0
12484,5.0
12485,5.0
12486,3.0
12487,5.0
12488,5.0
12489,5.0
12490,5.0
12491,5.0
12492,5.0
12493,5.0
12494,5.0
12495,5.0
12496,5.0
12497,4.0
12498,4.0
12499,4.0
12500,5.0
12501,5.0
12502,5.0
12503,5.0
12504,4.0
12505,5.0
12506,5.0
12507,4.0
12508,5.0
12509,5.0
12510,5.0
12511,5.0
12512,4.0
12513,4.0
12514,4.0
12515,5.0
12516,5.0
12517,5.0
12518,5.0
12519,5.0
12520,5.0
12521,5.0
12522,5.0
12523,5.0
12524,4.0
12525,5.0
12526,5.0
12527,3.0
12528,5.0
12529,5.0
12530,5.0
12531,5.0
12532,5.0
12533,5.0
12534,3.0
12535,2.0
12536,5.0
12537,5.0
12538,5.0
12539,3.0
12540,5.0
12541,5.0
12542,4.0
12543,5.0
12544,4.0
12545,5.0
12546,5.0
12547,5.0
12548,5.0
12549,5.0
12550,5.0
12551,4.0
12552,4.0
12553,5.0
12554,5.0
12555,5.0
12556,4.0
12557,5.0
12558,5.0
12559,5.0
12560,5.0
12561,4.0
12562,5.0
12563,5.0
12564,1.0
12565,5.0
12566,4.0
12567,5.0
12568,5.0
12569,1.0
12570,5.0
12571,5.0
12572,5.0
12573,5.0
12574,5.0
12575,5.0
12576,5.0
12577,5.0
12578,4.0
12579,5.0
12580,5.0
12581,4.0
12582,3.0
12583,4.0
12584,5.0
12585,4.0
12586,5.0
12587,4.0
12588,5.0
12589,5.0
12590,4.0
12591,5.0
12592,5.0
12593,5.0
12594,4.0
12595,5.0
12596,5.0
12597,3.0
12598,5.0
12599,4.0
12600,5.0
12601,5.0
12602,4.0
12603,4.0
12604,5.0
12605,4.0
12606,5.0
12607,5.0
12608,4.0
12609,5.0
12610,5.0
12611,4.0
12612,3.0
12613,5.0
12614,5.0
12615,5.0
12616,1.0
12617,5.0
12618,1.0
12619,4.0
12620,5.0
12621,1.0
12622,2.0
12623,5.0
12624,5.0
12625,5.0
12626,5.0
12627,5.0
12628,5.0
12629,5.0
12630,5.0
12631,5.0
12632,5.0
12633,4.0
12634,5.0
12635,5.0
12636,4.0
12637,5.0
12638,5.0
12639,4.0
12640,5.0
12641,5.0
12642,5.0
12643,4.0
12644,4.0
12645,5.0
12646,5.0
12647,5.0
12648,5.0
12649,5.0
12650,4.0
12651,4.0
12652,4.0
12653,5.0
12654,5.0
12655,5.0
12656,5.0
12657,4.0
12658,5.0
12659,5.0
12660,4.0
12661,5.0
12662,5.0
12663,5.0
12664,5.0
12665,4.0
12666,2.0
12667,5.0
12668,5.0
12669,5.0
12670,5.0
12671,4.0
12672,5.0
12673,5.0
12674,4.0
12675,5.0
12676,5.0
12677,5.0
12678,5.0
12679,4.0
12680,5.0
12681,5.0
12682,5.0
12683,4.0
12684,5.0
12685,5.0
12686,5.0
12687,5.0
12688,5.0
12689,5.0
12690,5.0
12691,4.0
12692,5.0
12693,4.0
12694,4.0
12695,4.0
12696,4.0
12697,5.0
12698,5.0
12699,5.0
12700,5.0
12701,2.0
12702,5.0
12703,5.0
12704,5.0
12705,5.0
12706,4.0
12707,5.0
12708,5.0
12709,5.0
12710,4.0
12711,4.0
12712,5.0
12713,5.0
12714,4.0
12715,5.0
12716,5.0
12717,3.0
12718,5.0
12719,5.0
12720,2.0
12721,5.0
12722,5.0
12723,5.0
12724,5.0
12725,5.0
12726,5.0
12727,2.0
12728,5.0
12729,5.0
12730,5.0
12731,5.0
12732,4.0
12733,4.0
12734,5.0
12735,4.0
12736,5.0
12737,5.0
12738,5.0
12739,5.0
12740,5.0
12741,5.0
12742,4.0
12743,4.0
12744,4.0
12745,5.0
12746,5.0
12747,5.0
12748,5.0
12749,4.0
12750,5.0
12751,4.0
12752,5.0
12753,5.0
12754,4.0
12755,4.0
12756,5.0
12757,5.0
12758,5.0
12759,5.0
12760,5.0
12761,5.0
12762,5.0
12763,5.0
12764,5.0
12765,4.0
12766,5.0
12767,5.0
12768,5.0
12769,5.0
12770,4.0
12771,5.0
12772,5.0
12773,4.0
12774,5.0
12775,4.0
12776,3.0
12777,5.0
12778,4.0
12779,3.0
12780,5.0
12781,1.0
12782,5.0
12783,5.0
12784,5.0
12785,4.0
12786,5.0
12787,4.0
12788,5.0
12789,5.0
12790,5.0
12791,3.0
12792,4.0
12793,5.0
12794,5.0
12795,5.0
12796,5.0
12797,5.0
12798,1.0
12799,5.0
12800,5.0
12801,5.0
12802,5.0
12803,5.0
12804,5.0
12805,5.0
12806,4.0
12807,5.0
12808,2.0
12809,5.0
12810,5.0
12811,5.0
12812,5.0
12813,4.0
12814,5.0
12815,5.0
12816,5.0
12817,5.0
12818,5.0
12819,5.0
12820,5.0
12821,5.0
12822,5.0
12823,5.0
12824,5.0
12825,4.0
12826,5.0
12827,5.0
12828,5.0
12829,5.0
12830,4.0
12831,4.0
12832,4.0
12833,5.0
12834,5.0
12835,5.0
12836,5.0
12837,4.0
12838,5.0
12839,4.0
12840,4.0
12841,3.0
12842,4.0
12843,4.0
12844,5.0
12845,4.0
12846,4.0
12847,5.0
12848,5.0
12849,4.0
12850,5.0
12851,5.0
12852,5.0
12853,5.0
12854,5.0
12855,5.0
12856,4.0
12857,5.0
12858,5.0
12859,4.0
12860,3.0
12861,5.0
12862,4.0
12863,4.0
12864,4.0
12865,5.0
12866,4.0
12867,4.0
12868,4.0
12869,5.0
12870,4.0
12871,5.0
12872,5.0
12873,5.0
12874,5.0
12875,4.0
12876,4.0
12877,4.0
12878,3.0
12879,4.0
12880,5.0
12881,5.0
12882,5.0
12883,5.0
12884,4.0
12885,4.0
12886,5.0
12887,5.0
12888,5.0
12889,5.0
12890,4.0
12891,5.0
12892,4.0
12893,5.0
12894,5.0
12895,5.0
12896,5.0
12897,5.0
12898,5.0
12899,5.0
12900,5.0
12901,4.0
12902,5.0
12903,5.0
12904,5.0
12905,5.0
12906,5.0
12907,5.0
12908,4.0
12909,5.0
12910,5.0
12911,5.0
12912,5.0
12913,3.0
12914,5.0
12915,4.0
12916,4.0
12917,5.0
12918,5.0
12919,3.0
12920,5.0
12921,5.0
12922,5.0
12923,5.0
12924,5.0
12925,5.0
12926,3.0
12927,4.0
12928,4.0
12929,5.0
12930,5.0
12931,4.0
12932,5.0
12933,5.0
12934,5.0
12935,4.0
12936,4.0
12937,5.0
12938,3.0
12939,5.0
12940,3.0
12941,5.0
12942,4.0
12943,5.0
12944,4.0
12945,5.0
12946,4.0
12947,4.0
12948,5.0
12949,5.0
12950,5.0
12951,4.0
12952,5.0
12953,5.0
12954,5.0
12955,5.0
12956,5.0
12957,5.0
12958,5.0
12959,5.0
12960,5.0
12961,5.0
12962,5.0
12963,5.0
12964,4.0
12965,5.0
12966,5.0
12967,1.0
12968,5.0
12969,5.0
12970,5.0
12971,5.0
12972,5.0
12973,4.0
12974,5.0
12975,4.0
12976,5.0
12977,4.0
12978,5.0
12979,4.0
12980,5.0
12981,5.0
12982,5.0
12983,5.0
12984,5.0
12985,5.0
12986,5.0
12987,5.0
12988,4.0
12989,5.0
12990,4.0
12991,5.0
12992,5.0
12993,4.0
12994,5.0
12995,5.0
12996,4.0
12997,5.0
12998,4.0
12999,5.0
13000,5.0
13001,5.0
13002,5.0
13003,5.0
13004,4.0
13005,5.0
13006,4.0
13007,4.0
13008,4.0
13009,5.0
13010,5.0
13011,5.0
13012,5.0
13013,1.0
13014,5.0
13015,5.0
13016,5.0
13017,3.0
13018,5.0
13019,5.0
13020,5.0
13021,5.0
13022,5.0
13023,5.0
13024,5.0
13025,3.0
13026,4.0
13027,5.0
13028,5.0
13029,3.0
13030,5.0
13031,4.0
13032,5.0
13033,4.0
13034,3.0
13035,4.0
13036,5.0
13037,5.0
13038,5.0
13039,4.0
13040,5.0
13041,5.0
13042,5.0
13043,5.0
13044,4.0
13045,5.0
13046,5.0
13047,5.0
13048,3.0
13049,5.0
13050,5.0
13051,2.0
13052,5.0
13053,4.0
13054,5.0
13055,5.0
13056,5.0
13057,5.0
13058,4.0
13059,5.0
13060,5.0
13061,5.0
13062,1.0
13063,5.0
13064,5.0
13065,5.0
13066,4.0
13067,4.0
13068,3.0
13069,5.0
13070,5.0
13071,5.0
13072,5.0
13073,4.0
13074,4.0
13075,5.0
13076,2.0
13077,5.0
13078,5.0
13079,5.0
13080,3.0
13081,5.0
13082,5.0
13083,3.0
13084,5.0
13085,5.0
13086,5.0
13087,5.0
13088,4.0
13089,5.0
13090,5.0
13091,5.0
13092,5.0
13093,4.0
13094,4.0
13095,5.0
13096,5.0
13097,5.0
13098,5.0
13099,5.0
13100,5.0
13101,5.0
13102,4.0
13103,5.0
13104,5.0
13105,4.0
13106,5.0
13107,5.0
13108,4.0
13109,5.0
13110,5.0
13111,4.0
13112,5.0
13113,4.0
13114,5.0
13115,5.0
13116,5.0
13117,4.0
13118,5.0
13119,5.0
13120,4.0
13121,4.0
13122,4.0
13123,4.0
13124,4.0
13125,3.0
13126,5.0
13127,5.0
13128,5.0
13129,5.0
13130,5.0
13131,4.0
13132,4.0
13133,5.0
13134,5.0
13135,4.0
13136,4.0
13137,5.0
13138,4.0
13139,5.0
13140,4.0
13141,4.0
13142,5.0
13143,4.0
13144,5.0
13145,5.0
13146,5.0
13147,5.0
13148,5.0
13149,5.0
13150,5.0
13151,5.0
13152,5.0
13153,5.0
13154,4.0
13155,4.0
13156,5.0
13157,5.0
13158,4.0
13159,4.0
13160,5.0
13161,5.0
13162,5.0
13163,4.0
13164,5.0
13165,4.0
13166,5.0
13167,5.0
13168,5.0
13169,5.0
13170,4.0
13171,5.0
13172,5.0
13173,5.0
13174,4.0
13175,5.0
13176,5.0
13177,4.0
13178,5.0
13179,5.0
13180,5.0
13181,5.0
13182,5.0
13183,4.0
13184,4.0
13185,5.0
13186,4.0
13187,5.0
13188,5.0
13189,5.0
13190,4.0
13191,5.0
13192,5.0
13193,5.0
13194,5.0
13195,5.0
13196,4.0
13197,5.0
13198,4.0
13199,5.0
13200,5.0
13201,5.0
13202,5.0
13203,5.0
13204,5.0
13205,4.0
13206,5.0
13207,5.0
13208,5.0
13209,5.0
13210,5.0
13211,5.0
13212,5.0
13213,4.0
13214,5.0
13215,5.0
13216,5.0
13217,5.0
13218,5.0
13219,3.0
13220,5.0
13221,5.0
13222,4.0
13223,5.0
13224,4.0
13225,4.0
13226,5.0
13227,5.0
13228,3.0
13229,4.0
13230,5.0
13231,5.0
13232,5.0
13233,4.0
13234,5.0
13235,4.0
13236,5.0
13237,5.0
13238,4.0
13239,5.0
13240,4.0
13241,4.0
13242,4.0
13243,5.0
13244,4.0
13245,4.0
13246,4.0
13247,5.0
13248,5.0
13249,4.0
13250,4.0
13251,4.0
13252,5.0
13253,5.0
13254,5.0
13255,5.0
13256,5.0
13257,5.0
13258,4.0
13259,5.0
13260,5.0
13261,5.0
13262,5.0
13263,5.0
13264,5.0
13265,5.0
13266,5.0
13267,5.0
13268,5.0
13269,5.0
13270,5.0
13271,5.0
13272,4.0
13273,4.0
13274,5.0
13275,5.0
13276,5.0
13277,4.0
13278,5.0
13279,5.0
13280,5.0
13281,5.0
13282,1.0
13283,5.0
13284,5.0
13285,4.0
13286,5.0
13287,5.0
13288,4.0
13289,5.0
13290,4.0
13291,4.0
13292,3.0
13293,5.0
13294,5.0
13295,5.0
13296,4.0
13297,4.0
13298,5.0
13299,1.0
13300,5.0
13301,4.0
13302,5.0
13303,5.0
13304,5.0
13305,5.0
13306,5.0
13307,5.0
13308,3.0
13309,5.0
13310,5.0
13311,5.0
13312,5.0
13313,4.0
13314,5.0
13315,4.0
13316,5.0
13317,5.0
13318,4.0
13319,5.0
13320,5.0
13321,5.0
13322,5.0
13323,4.0
13324,5.0
13325,4.0
13326,5.0
13327,5.0
13328,4.0
13329,5.0
13330,5.0
13331,5.0
13332,5.0
13333,4.0
13334,5.0
13335,4.0
13336,5.0
13337,5.0
13338,4.0
13339,3.0
13340,4.0
13341,5.0
13342,4.0
13343,4.0
13344,4.0
13345,5.0
13346,5.0
13347,5.0
13348,5.0
13349,5.0
13350,5.0
13351,5.0
13352,5.0
13353,5.0
13354,1.0
13355,4.0
13356,4.0
13357,4.0
13358,5.0
13359,5.0
13360,4.0
13361,4.0
13362,5.0
13363,5.0
13364,1.0
13365,5.0
13366,5.0
13367,5.0
13368,4.0
13369,1.0
13370,5.0
13371,4.0
13372,5.0
13373,5.0
13374,4.0
13375,5.0
13376,5.0
13377,4.0
13378,5.0
13379,5.0
13380,4.0
13381,5.0
13382,5.0
13383,3.0
13384,5.0
13385,4.0
13386,5.0
13387,5.0
13388,4.0
13389,5.0
13390,5.0
13391,5.0
13392,2.0
13393,5.0
13394,5.0
13395,5.0
13396,5.0
13397,5.0
13398,5.0
13399,5.0
13400,3.0
13401,5.0
13402,3.0
13403,5.0
13404,5.0
13405,4.0
13406,5.0
13407,5.0
13408,5.0
13409,4.0
13410,2.0
13411,4.0
13412,4.0
13413,5.0
13414,5.0
13415,5.0
13416,4.0
13417,5.0
13418,4.0
13419,5.0
13420,5.0
13421,5.0
13422,2.0
13423,2.0
13424,4.0
13425,1.0
13426,5.0
13427,5.0
13428,4.0
13429,5.0
13430,5.0
13431,5.0
13432,3.0
13433,4.0
13434,4.0
13435,5.0
13436,5.0
13437,5.0
13438,5.0
13439,5.0
13440,5.0
13441,5.0
13442,5.0
13443,4.0
13444,5.0
13445,4.0
13446,5.0
13447,5.0
13448,4.0
13449,5.0
13450,4.0
13451,5.0
13452,1.0
13453,4.0
13454,5.0
13455,5.0
13456,5.0
13457,3.0
13458,5.0
13459,4.0
13460,5.0
13461,5.0
13462,5.0
13463,5.0
13464,4.0
13465,5.0
13466,4.0
13467,4.0
13468,4.0
13469,5.0
13470,4.0
13471,5.0
13472,5.0
13473,5.0
13474,5.0
13475,5.0
13476,4.0
13477,5.0
13478,5.0
13479,2.0
13480,5.0
13481,4.0
13482,4.0
13483,4.0
13484,5.0
13485,4.0
13486,5.0
13487,5.0
13488,5.0
13489,5.0
13490,5.0
13491,5.0
13492,3.0
13493,4.0
13494,5.0
13495,4.0
13496,5.0
13497,4.0
13498,5.0
13499,4.0
13500,5.0
13501,5.0
13502,4.0
13503,5.0
13504,5.0
13505,3.0
13506,5.0
13507,5.0
13508,4.0
13509,4.0
13510,5.0
13511,5.0
13512,5.0
13513,5.0
13514,5.0
13515,4.0
13516,4.0
13517,5.0
13518,5.0
13519,4.0
13520,4.0
13521,5.0
13522,5.0
13523,2.0
13524,5.0
13525,5.0
13526,4.0
13527,5.0
13528,3.0
